User25287;Restaurant31;-3.163329839706421
User45110;Restaurant50;5.0
User53493;Restaurant19;-0.44
User16630;Restaurant10;1.41
User48335;Restaurant8;-2.57
User9619;Restaurant90;0.4851422905921936
User67625;Restaurant48;-3.5070056915283203
User27976;Restaurant57;8.25
User10527;Restaurant17;-6.6
User26355;Restaurant2;0.05
User12571;Restaurant18;2.77
User30307;Restaurant61;-9.66
User17802;Restaurant71;4.51
User18767;Restaurant12;2.04
User36277;Restaurant69;8.11
User34746;Restaurant41;7.04
User6985;Restaurant20;1.12
User14851;Restaurant15;2.04
User32797;Restaurant42;2.82
User37056;Restaurant28;-1.12
User6350;Restaurant10;3.16
User20166;Restaurant32;-2.72
User70499;Restaurant5;-3.1783053874969482
User55150;Restaurant21;7.86
User47916;Restaurant96;6.12
User15614;Restaurant74;1.84
User3131;Restaurant87;4.27
User4789;Restaurant35;-6.94
User12014;Restaurant65;-3.93
User1897;Restaurant89;8.88
User38786;Restaurant8;-9.37
User17562;Restaurant100;-3.74
User2809;Restaurant11;4.03
User58641;Restaurant13;4.5895514488220215
User34659;Restaurant55;-2.77
User4463;Restaurant31;-4.51
User6721;Restaurant18;-0.53
User2291;Restaurant5;0.3337186276912689
User34073;Restaurant94;-6.84
User53147;Restaurant20;-0.78
User40051;Restaurant36;6.41
User25922;Restaurant40;8.98
User45831;Restaurant29;0.78
User16328;Restaurant16;-3.83
User13574;Restaurant50;4.42
User22001;Restaurant10;-0.29
User4377;Restaurant28;-7.38
User20773;Restaurant66;7.82
User28853;Restaurant11;-6.89
User46641;Restaurant45;-8.16
User32742;Restaurant13;-4.95
User48216;Restaurant21;6.17
User41515;Restaurant38;-9.81
User10058;Restaurant15;1.12
User5544;Restaurant19;1.12
User29142;Restaurant22;1.55
User56917;Restaurant36;-3.4
User2192;Restaurant93;-3.01
User40716;Restaurant39;-0.29
User18816;Restaurant27;3.98
User38578;Restaurant32;1.31
User44918;Restaurant6;-9.08
User32873;Restaurant10;-2.6864607334136963
User14956;Restaurant28;2.86
User47535;Restaurant3;-7.04
User8879;Restaurant45;-2.72
User66328;Restaurant68;2.0600521564483643
User31734;Restaurant37;6.7
User17919;Restaurant40;5.78
User45124;Restaurant7;8.79
User21894;Restaurant81;2.52
User35797;Restaurant85;2.09
User34819;Restaurant32;9.17
User12701;Restaurant13;-4.03
User43603;Restaurant72;-8.4
User14890;Restaurant90;1.519136667251587
User45918;Restaurant18;2.86
User35854;Restaurant6;1.84
User22264;Restaurant69;-4.56
User59775;Restaurant49;1.4740772247314453
User23467;Restaurant67;-0.58
User12622;Restaurant16;3.35
User16809;Restaurant23;-8.64
User32792;Restaurant91;-3.051438808441162
User13250;Restaurant55;3.93
User22592;Restaurant4;-0.58
User70453;Restaurant8;-3.35
User46452;Restaurant97;1.31
User21558;Restaurant16;6.46
User69678;Restaurant16;-9.27
User36837;Restaurant21;6.94
User26173;Restaurant12;-6.07
User18135;Restaurant11;4.32
User27331;Restaurant33;9.03
User34298;Restaurant47;4.85
User47048;Restaurant70;8.5
User43439;Restaurant16;-0.39
User25396;Restaurant36;3.83
User31687;Restaurant20;-7.96
User53947;Restaurant19;0.68
User33351;Restaurant37;4.37
User29164;Restaurant22;-0.29
User62201;Restaurant13;-0.37608814239501953
User34461;Restaurant56;-9.66
User72646;Restaurant91;-2.4260454177856445
User14710;Restaurant9;-5.49
User47281;Restaurant48;1.8
User24901;Restaurant8;-8.59
User69778;Restaurant8;-9.08
User14046;Restaurant70;9.27
User44771;Restaurant79;0.63
User67170;Restaurant18;3.79
User38055;Restaurant55;2.77
User28634;Restaurant72;-5.983042240142822
User59343;Restaurant84;0.2386859953403473
User580;Restaurant36;-0.49
User31316;Restaurant49;-1.17
User69743;Restaurant62;0.78
User9431;Restaurant34;1.2570385932922363
User18018;Restaurant54;4.22
User59604;Restaurant8;4.37
User8986;Restaurant60;-5.87
User16399;Restaurant32;3.25
User26506;Restaurant65;-9.85
User28972;Restaurant56;1.5632500648498535
User42166;Restaurant94;0.6165258288383484
User18571;Restaurant95;6.89
User4120;Restaurant11;8.98
User7272;Restaurant27;6.36
User25441;Restaurant11;5.39
User12333;Restaurant19;-6.65
User15798;Restaurant23;-4.08
User67371;Restaurant5;0.8226680755615234
User45909;Restaurant54;6.89
User38495;Restaurant61;1.36
User13721;Restaurant56;-1.235629677772522
User38302;Restaurant37;5.68
User59650;Restaurant53;1.0912004709243774
User42718;Restaurant80;3.45
User57401;Restaurant62;7.284449100494385
User38029;Restaurant19;-2.43
User43138;Restaurant26;2.38
User3561;Restaurant12;1.4496543407440186
User42071;Restaurant87;-6.21
User15805;Restaurant54;2.82
User29801;Restaurant9;0.78
User62931;Restaurant20;-8.5
User68964;Restaurant7;2.8465774059295654
User61209;Restaurant66;-1.41
User36841;Restaurant5;1.2404141426086426
User47113;Restaurant63;-4.17
User4040;Restaurant23;2.33
User29541;Restaurant15;-1.75
User42759;Restaurant45;-2.132375717163086
User63980;Restaurant88;5.074831485748291
User47139;Restaurant31;7.62
User70757;Restaurant27;0.9831862449645996
User17429;Restaurant54;-1.7
User31959;Restaurant56;-8.54
User43295;Restaurant88;7.23
User9551;Restaurant65;-3.499812364578247
User23595;Restaurant13;2.23
User32879;Restaurant5;-9.9
User8818;Restaurant38;-8.3
User20922;Restaurant39;6.55
User53805;Restaurant48;4.47
User33928;Restaurant5;-9.03
User21849;Restaurant49;2.09
User36288;Restaurant1;36288.0
User1045;Restaurant13;3.5
User41740;Restaurant31;-6.84
User10012;Restaurant4;1.07
User67711;Restaurant84;-2.888049840927124
User57090;Restaurant79;3.2278313636779785
User3166;Restaurant26;8.06
User21923;Restaurant54;-1.12
User22643;Restaurant28;7.28
User37855;Restaurant46;-5.292798042297363
User21224;Restaurant46;-5.29
User39495;Restaurant15;-4.61
User67846;Restaurant62;2.23
User23301;Restaurant99;0.49
User32705;Restaurant19;3.88
User37274;Restaurant88;-4.32
User38974;Restaurant64;-7.04
User21276;Restaurant29;-1.55
User29143;Restaurant84;-3.59
User17074;Restaurant9;6.7
User11305;Restaurant49;6.46
User36792;Restaurant66;8.11
User28692;Restaurant28;0.0
User29765;Restaurant9;-0.63
User429;Restaurant68;2.09
User60913;Restaurant7;3.7967283725738525
User10170;Restaurant35;-5.58
User39617;Restaurant99;1.02
User57729;Restaurant49;0.8173413872718811
User28538;Restaurant47;2.62
User53607;Restaurant7;1.0707284212112427
User19727;Restaurant36;0.49
User72341;Restaurant27;-4.81
User43461;Restaurant73;2.52
User29655;Restaurant27;2.09
User58779;Restaurant36;1.55
User3766;Restaurant37;6.65
User36711;Restaurant36;9.22
User17903;Restaurant62;-3.3
User30676;Restaurant16;6.36
User16757;Restaurant36;-3.64
User26951;Restaurant47;2.96
User28084;Restaurant37;3.69
User31685;Restaurant72;9.03
User31778;Restaurant68;1.7
User13234;Restaurant80;3.25
User25510;Restaurant92;5.103236675262451
User28162;Restaurant45;-8.93
User24130;Restaurant47;-4.22
User16978;Restaurant70;5.73
User5663;Restaurant66;-0.92
User41341;Restaurant79;-0.05
User21641;Restaurant27;4.08
User46159;Restaurant68;1.4065603017807007
User1738;Restaurant4;7.96
User17730;Restaurant14;-0.53
User25216;Restaurant98;7.38
User1528;Restaurant32;6.84
User36365;Restaurant40;4.66
User32850;Restaurant25;-4.95
User43207;Restaurant51;6.99
User16415;Restaurant61;2.62
User58165;Restaurant32;-0.15158452093601227
User43374;Restaurant48;8.93
User9905;Restaurant34;4.486510276794434
User248;Restaurant48;3.01
User43350;Restaurant98;1.5
User3438;Restaurant1;3438.0
User8367;Restaurant50;-7.23
User30924;Restaurant25;-1.5
User39776;Restaurant42;3.9359140396118164
User70513;Restaurant7;2.4958083629608154
User18438;Restaurant22;-0.53
User32454;Restaurant16;2.96
User30468;Restaurant75;3.45
User1676;Restaurant9;-1.26
User3668;Restaurant33;-8.54
User43412;Restaurant63;1.12
User72966;Restaurant49;-4.27
User44525;Restaurant18;-1.21
User42698;Restaurant58;-8.45
User48081;Restaurant49;-6.07
User70208;Restaurant16;-7.57
User63550;Restaurant62;4.22
User4277;Restaurant63;4.76
User42698;Restaurant2;-2.91
User5875;Restaurant74;5.53
User4237;Restaurant6;-9.81
User44747;Restaurant16;-3.11
User55674;Restaurant15;1.6752424240112305
User35564;Restaurant85;-8.83
User31678;Restaurant42;-5.8356523513793945
User291;Restaurant89;7.04
User32116;Restaurant97;0.05
User1624;Restaurant78;1.21
User18054;Restaurant22;5.73
User67538;Restaurant17;-7.52
User58560;Restaurant18;-1.89
User29641;Restaurant94;7.28
User42348;Restaurant68;0.44
User9241;Restaurant72;-2.23
User4074;Restaurant24;-3.74
User42874;Restaurant48;0.87
User60903;Restaurant39;-0.1042407974600792
User13338;Restaurant53;3.54
User30679;Restaurant82;1.0808987617492676
User47818;Restaurant24;-1.12
User65693;Restaurant85;1.205315113067627
User3710;Restaurant55;6.21
User41836;Restaurant50;3.2
User41738;Restaurant10;5.29
User47927;Restaurant63;1.75
User6727;Restaurant39;2.18
User26555;Restaurant96;4.56
User24512;Restaurant55;6.89
User11348;Restaurant12;-4.9
User2526;Restaurant15;3.69
User30089;Restaurant69;2.62
User59596;Restaurant18;1.5
User8104;Restaurant22;7.96
User42078;Restaurant16;-5.29
User34691;Restaurant2;-5.63
User1956;Restaurant46;1.41
User51803;Restaurant50;-7.57
User35010;Restaurant30;5.1
User31750;Restaurant70;7.67
User10718;Restaurant70;2.77
User20945;Restaurant69;0.58
User28531;Restaurant11;3.35
User46855;Restaurant67;5.39
User24808;Restaurant73;5.34
User31229;Restaurant20;1.41
User5024;Restaurant55;-4.9
User27390;Restaurant79;2.8871846199035645
User13413;Restaurant9;4.47
User25194;Restaurant57;-8.74
User6395;Restaurant2;0.19
User8249;Restaurant69;-2.57
User25933;Restaurant18;-7.18
User69456;Restaurant5;-1.047924518585205
User2420;Restaurant56;2.522249937057495
User51468;Restaurant18;-2.28
User33598;Restaurant8;2.38
User47551;Restaurant95;5.73
User60470;Restaurant17;0.68
User26061;Restaurant10;-7.67
User24180;Restaurant34;1.9466586112976074
User59409;Restaurant32;2.6336240768432617
User29686;Restaurant37;1.6
User28777;Restaurant11;3.93
User15809;Restaurant23;8.54
User44024;Restaurant48;3.83
User2632;Restaurant27;6.8
User16040;Restaurant14;4.51
User14564;Restaurant9;2.52
User29527;Restaurant73;5.310113906860352
User11147;Restaurant20;2.09
User14168;Restaurant53;1.65
User14870;Restaurant24;-0.78
User34474;Restaurant13;1.26
User8759;Restaurant12;1.6540374755859375
User47057;Restaurant46;3.59
User48157;Restaurant3;8.69
User47015;Restaurant33;3.16
User19855;Restaurant14;-7.57
User36789;Restaurant68;6.89
User19905;Restaurant24;-7.96
User2614;Restaurant63;5.58
User23747;Restaurant48;1.7
User35567;Restaurant87;-7.04
User14714;Restaurant22;-0.63
User8931;Restaurant24;2.28
User27467;Restaurant27;-5.24
User43998;Restaurant60;-3.3
User43525;Restaurant13;-9.22
User16752;Restaurant67;0.49
User26680;Restaurant62;5.58
User42083;Restaurant25;1.8592442274093628
User42406;Restaurant65;-3.83
User29497;Restaurant11;7.48
User27270;Restaurant33;8.88
User30336;Restaurant15;-8.64
User8715;Restaurant32;-9.66
User17741;Restaurant28;8.16
User26051;Restaurant87;2.18
User45129;Restaurant15;7.04
User32983;Restaurant42;-9.37
User10559;Restaurant18;2.28
User23483;Restaurant36;5.83
User563;Restaurant68;5.639423370361328
User42599;Restaurant8;-9.71
User43533;Restaurant52;-5.63
User42239;Restaurant43;8.83
User21144;Restaurant81;-1.6
User12252;Restaurant69;6.84
User31204;Restaurant86;-4.310375690460205
User40859;Restaurant17;-0.24
User54427;Restaurant32;-6.31
User7064;Restaurant60;7.72
User61049;Restaurant8;-9.47
User37171;Restaurant45;-4.08
User26579;Restaurant47;0.9960477352142334
User21614;Restaurant5;-0.3249863386154175
User8629;Restaurant23;4.17
User28168;Restaurant58;1.9717711210250854
User33122;Restaurant62;5.1
User18869;Restaurant46;5.0
User20696;Restaurant65;1.55
User58036;Restaurant26;-0.07096283882856369
User34975;Restaurant74;-1.26
User69821;Restaurant5;0.3748893439769745
User27963;Restaurant12;3.35
User34965;Restaurant43;1.36
User48068;Restaurant18;-1.84
User34642;Restaurant44;-9.9
User27619;Restaurant48;3.5
User40479;Restaurant42;-4.66
User27251;Restaurant56;-1.65
User26421;Restaurant86;8.11
User63774;Restaurant17;-7.14
User13083;Restaurant5;-0.4149775803089142
User21090;Restaurant5;4.27
User49566;Restaurant17;4.27
User27047;Restaurant66;-4.47
User2331;Restaurant16;3.59
User17151;Restaurant68;-9.08
User46299;Restaurant43;5.24
User51154;Restaurant18;7.43
User55243;Restaurant62;3.8840248584747314
User23643;Restaurant50;-5.44
User25643;Restaurant11;7.67
User16400;Restaurant68;0.97
User22339;Restaurant62;6.99
User23642;Restaurant80;8.74
User31432;Restaurant61;-1.1760503053665161
User40951;Restaurant25;-6.75
User27808;Restaurant32;3.3
User3788;Restaurant14;1.8
User734;Restaurant53;5.510467052459717
User18660;Restaurant47;-0.97
User17487;Restaurant93;6.7
User42554;Restaurant61;-3.7282848358154297
User37394;Restaurant47;-8.4
User2620;Restaurant70;3.88
User8064;Restaurant18;-3.88
User44027;Restaurant56;8.83
User64233;Restaurant32;-7.52
User41995;Restaurant52;-9.27
User37014;Restaurant32;-0.78
User6841;Restaurant14;-4.76
User63722;Restaurant68;-2.670419692993164
User47709;Restaurant5;1.31
User29761;Restaurant65;-2.2982468605041504
User19261;Restaurant77;7.18
User1725;Restaurant18;-1.41
User20722;Restaurant14;-8.98
User36301;Restaurant14;-8.11
User61209;Restaurant15;-1.9315539598464966
User50184;Restaurant32;5.486804962158203
User70969;Restaurant53;-3.3200461864471436
User44235;Restaurant94;7.33
User2128;Restaurant15;-4.869926929473877
User19079;Restaurant14;-5.53
User38212;Restaurant57;-0.63
User26761;Restaurant59;-8.93
User1483;Restaurant40;2.28
User14899;Restaurant40;-0.83
User16725;Restaurant6;2.18
User36066;Restaurant1;36066.0
User14710;Restaurant55;-9.76
User26661;Restaurant49;-4.42
User1076;Restaurant20;2.67
User71373;Restaurant72;-1.8847928047180176
User4216;Restaurant42;8.79
User44962;Restaurant68;-9.61
User49983;Restaurant68;2.04
User3659;Restaurant51;-4.47
